id,code,trading_code,name,contract_type,exchange_code,currency_id,underlying_symbol,underlying_name,underlying_exchange,underlying_type,exercise_price,contract_unit,contract_status,list_date,list_reason,list_price,high_limit,low_limit,expire_date,last_trade_date,exercise_date,delivery_date,is_adjust,delist_date,delist_reason
3162,10001542.XSHG,510050P1901A02650,50ETF沽1月2598A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.598,10202,DELIST,2018-11-29,合约到期,0.1971,0.4437,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,1,2019-01-24,合约到期
3163,10001543.XSHG,510050C1812M02250,50ETF购12月2250,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.25,10000,DELIST,2018-12-03,合约调整,0.1959,0.4384,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3164,10001544.XSHG,510050C1812M02300,50ETF购12月2300,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.3,10000,DELIST,2018-12-03,合约调整,0.1541,0.3966,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3165,10001545.XSHG,510050C1812M02350,50ETF购12月2350,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.35,10000,DELIST,2018-12-03,合约调整,0.1184,0.3609,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3166,10001546.XSHG,510050C1812M02400,50ETF购12月2400,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.4,10000,DELIST,2018-12-03,合约调整,0.0863,0.3288,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3167,10001547.XSHG,510050C1812M02450,50ETF购12月2450,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.45,10000,DELIST,2018-12-03,合约调整,0.0592,0.2992,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3168,10001548.XSHG,510050C1812M02500,50ETF购12月2500,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.5,10000,DELIST,2018-12-03,合约调整,0.0401,0.2751,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3169,10001549.XSHG,510050C1812M02550,50ETF购12月2550,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.55,10000,DELIST,2018-12-03,合约调整,0.0243,0.2543,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3170,10001550.XSHG,510050C1812M02600,50ETF购12月2600,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2018-12-03,合约调整,0.0142,0.2392,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3171,10001551.XSHG,510050C1812M02650,50ETF购12月2650,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2018-12-03,合约调整,0.0079,0.2279,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3172,10001552.XSHG,510050P1812M02250,50ETF沽12月2250,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.25,10000,DELIST,2018-12-03,合约调整,0.0107,0.2182,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3173,10001553.XSHG,510050P1812M02300,50ETF沽12月2300,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.3,10000,DELIST,2018-12-03,合约调整,0.0194,0.2369,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3174,10001554.XSHG,510050P1812M02350,50ETF沽12月2350,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.35,10000,DELIST,2018-12-03,合约调整,0.033,0.2605,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3175,10001555.XSHG,510050P1812M02400,50ETF沽12月2400,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.4,10000,DELIST,2018-12-03,合约调整,0.0515,0.289,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3176,10001556.XSHG,510050P1812M02450,50ETF沽12月2450,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.45,10000,DELIST,2018-12-03,合约调整,0.0741,0.3166,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3177,10001557.XSHG,510050P1812M02500,50ETF沽12月2500,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.5,10000,DELIST,2018-12-03,合约调整,0.1031,0.3456,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3178,10001558.XSHG,510050P1812M02550,50ETF沽12月2550,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.55,10000,DELIST,2018-12-03,合约调整,0.1366,0.3791,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3179,10001559.XSHG,510050P1812M02600,50ETF沽12月2600,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2018-12-03,合约调整,0.179,0.4215,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3180,10001560.XSHG,510050P1812M02650,50ETF沽12月2650,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2018-12-03,合约调整,0.2267,0.4692,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3181,10001561.XSHG,510050C1901M02250,50ETF购1月2250,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.25,10000,DELIST,2018-12-03,合约调整,0.2115,0.454,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3182,10001562.XSHG,510050C1901M02300,50ETF购1月2300,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.3,10000,DELIST,2018-12-03,合约调整,0.1741,0.4166,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3183,10001563.XSHG,510050C1901M02350,50ETF购1月2350,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.35,10000,DELIST,2018-12-03,合约调整,0.1407,0.3832,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3184,10001564.XSHG,510050C1901M02400,50ETF购1月2400,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.4,10000,DELIST,2018-12-03,合约调整,0.1112,0.3537,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3185,10001565.XSHG,510050C1901M02450,50ETF购1月2450,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.45,10000,DELIST,2018-12-03,合约调整,0.0863,0.3263,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3186,10001566.XSHG,510050C1901M02500,50ETF购1月2500,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.5,10000,DELIST,2018-12-03,合约调整,0.0642,0.2992,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3187,10001567.XSHG,510050C1901M02550,50ETF购1月2550,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.55,10000,DELIST,2018-12-03,合约调整,0.0472,0.2772,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3188,10001568.XSHG,510050C1901M02600,50ETF购1月2600,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2018-12-03,合约调整,0.0339,0.2589,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3189,10001569.XSHG,510050C1901M02650,50ETF购1月2650,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2018-12-03,合约调整,0.0239,0.2439,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3190,10001570.XSHG,510050P1901M02250,50ETF沽1月2250,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.25,10000,DELIST,2018-12-03,合约调整,0.0241,0.2316,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3191,10001571.XSHG,510050P1901M02300,50ETF沽1月2300,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.3,10000,DELIST,2018-12-03,合约调整,0.0361,0.2536,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3192,10001572.XSHG,510050P1901M02350,50ETF沽1月2350,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.35,10000,DELIST,2018-12-03,合约调整,0.0528,0.2803,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3193,10001573.XSHG,510050P1901M02400,50ETF沽1月2400,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.4,10000,DELIST,2018-12-03,合约调整,0.0723,0.3098,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3194,10001574.XSHG,510050P1901M02450,50ETF沽1月2450,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.45,10000,DELIST,2018-12-03,合约调整,0.096,0.3385,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3195,10001575.XSHG,510050P1901M02500,50ETF沽1月2500,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.5,10000,DELIST,2018-12-03,合约调整,0.1239,0.3664,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3196,10001576.XSHG,510050P1901M02550,50ETF沽1月2550,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.55,10000,DELIST,2018-12-03,合约调整,0.1559,0.3984,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3197,10001577.XSHG,510050P1901M02600,50ETF沽1月2600,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2018-12-03,合约调整,0.1927,0.4352,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3198,10001578.XSHG,510050P1901M02650,50ETF沽1月2650,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2018-12-03,合约调整,0.2333,0.4758,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3199,10001579.XSHG,510050C1903M02250,50ETF购3月2250,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.25,10000,DELIST,2018-12-03,合约调整,0.255,0.4975,0.0125,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3200,10001580.XSHG,510050C1903M02300,50ETF购3月2300,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.3,10000,DELIST,2018-12-03,合约调整,0.2206,0.4631,0.0001,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3201,10001581.XSHG,510050C1903M02350,50ETF购3月2350,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.35,10000,DELIST,2018-12-03,合约调整,0.1891,0.4316,0.0001,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3202,10001582.XSHG,510050C1903M02400,50ETF购3月2400,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.4,10000,DELIST,2018-12-03,合约调整,0.1604,0.4029,0.0001,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3203,10001583.XSHG,510050C1903M02450,50ETF购3月2450,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.45,10000,DELIST,2018-12-03,合约调整,0.1352,0.3752,0.0001,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3204,10001584.XSHG,510050C1903M02500,50ETF购3月2500,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.5,10000,DELIST,2018-12-03,合约调整,0.1131,0.3481,0.0001,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3205,10001585.XSHG,510050C1903M02550,50ETF购3月2550,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.55,10000,DELIST,2018-12-03,合约调整,0.0928,0.3228,0.0001,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3206,10001586.XSHG,510050C1903M02600,50ETF购3月2600,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2018-12-03,合约调整,0.0758,0.3008,0.0001,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3207,10001587.XSHG,510050C1903M02650,50ETF购3月2650,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2018-12-03,合约调整,0.0609,0.2809,0.0001,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3208,10001588.XSHG,510050P1903M02250,50ETF沽3月2250,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.25,10000,DELIST,2018-12-03,合约调整,0.0479,0.2554,0.0001,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3209,10001589.XSHG,510050P1903M02300,50ETF沽3月2300,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.3,10000,DELIST,2018-12-03,合约调整,0.0628,0.2803,0.0001,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3210,10001590.XSHG,510050P1903M02350,50ETF沽3月2350,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.35,10000,DELIST,2018-12-03,合约调整,0.0809,0.3084,0.0001,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3211,10001591.XSHG,510050P1903M02400,50ETF沽3月2400,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.4,10000,DELIST,2018-12-03,合约调整,0.1023,0.3398,0.0001,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3212,10001592.XSHG,510050P1903M02450,50ETF沽3月2450,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.45,10000,DELIST,2018-12-03,合约调整,0.1262,0.3687,0.0001,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3213,10001593.XSHG,510050P1903M02500,50ETF沽3月2500,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.5,10000,DELIST,2018-12-03,合约调整,0.1532,0.3957,0.0001,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3214,10001594.XSHG,510050P1903M02550,50ETF沽3月2550,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.55,10000,DELIST,2018-12-03,合约调整,0.1817,0.4242,0.0001,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3215,10001595.XSHG,510050P1903M02600,50ETF沽3月2600,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2018-12-03,合约调整,0.2149,0.4574,0.0001,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3216,10001596.XSHG,510050P1903M02650,50ETF沽3月2650,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2018-12-03,合约调整,0.2493,0.4918,0.0068,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3217,10001597.XSHG,510050C1906M02250,50ETF购6月2250,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.25,10000,DELIST,2018-12-03,合约调整,0.305,0.5475,0.0625,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3218,10001598.XSHG,510050C1906M02300,50ETF购6月2300,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.3,10000,DELIST,2018-12-03,合约调整,0.2732,0.5157,0.0307,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3219,10001599.XSHG,510050C1906M02350,50ETF购6月2350,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.35,10000,DELIST,2018-12-03,合约调整,0.2434,0.4859,0.0009,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3220,10001600.XSHG,510050C1906M02400,50ETF购6月2400,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.4,10000,DELIST,2018-12-03,合约调整,0.2155,0.458,0.0001,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3221,10001601.XSHG,510050C1906M02450,50ETF购6月2450,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.45,10000,DELIST,2018-12-03,合约调整,0.19,0.43,0.0001,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3222,10001602.XSHG,510050C1906M02500,50ETF购6月2500,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.5,10000,DELIST,2018-12-03,合约调整,0.1667,0.4017,0.0001,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3223,10001603.XSHG,510050C1906M02550,50ETF购6月2550,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.55,10000,DELIST,2018-12-03,合约调整,0.1461,0.3761,0.0001,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3224,10001604.XSHG,510050C1906M02600,50ETF购6月2600,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2018-12-03,合约调整,0.1272,0.3522,0.0001,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3225,10001605.XSHG,510050C1906M02650,50ETF购6月2650,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2018-12-03,合约调整,0.11,0.33,0.0001,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3226,10001606.XSHG,510050P1906M02250,50ETF沽6月2250,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.25,10000,DELIST,2018-12-03,合约调整,0.0715,0.279,0.0001,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3227,10001607.XSHG,510050P1906M02300,50ETF沽6月2300,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.3,10000,DELIST,2018-12-03,合约调整,0.0882,0.3057,0.0001,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3228,10001608.XSHG,510050P1906M02350,50ETF沽6月2350,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.35,10000,DELIST,2018-12-03,合约调整,0.107,0.3345,0.0001,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3229,10001609.XSHG,510050P1906M02400,50ETF沽6月2400,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.4,10000,DELIST,2018-12-03,合约调整,0.1277,0.3652,0.0001,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3230,10001610.XSHG,510050P1906M02450,50ETF沽6月2450,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.45,10000,DELIST,2018-12-03,合约调整,0.1518,0.3943,0.0001,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3231,10001611.XSHG,510050P1906M02500,50ETF沽6月2500,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.5,10000,DELIST,2018-12-03,合约调整,0.1768,0.4193,0.0001,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3232,10001612.XSHG,510050P1906M02550,50ETF沽6月2550,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.55,10000,DELIST,2018-12-03,合约调整,0.2051,0.4476,0.0001,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3233,10001613.XSHG,510050P1906M02600,50ETF沽6月2600,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2018-12-03,合约调整,0.2352,0.4777,0.0001,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3234,10001614.XSHG,510050P1906M02650,50ETF沽6月2650,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2018-12-03,合约调整,0.2669,0.5094,0.0244,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3235,10001615.XSHG,510050C1812M02700,50ETF购12月2700,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2018-12-04,价格波动,0.0048,0.2312,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3236,10001616.XSHG,510050P1812M02700,50ETF沽12月2700,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2018-12-04,价格波动,0.2196,0.4678,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3237,10001617.XSHG,510050C1901M02700,50ETF购1月2700,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2018-12-04,价格波动,0.0196,0.246,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3238,10001618.XSHG,510050P1901M02700,50ETF沽1月2700,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2018-12-04,价格波动,0.2241,0.4723,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3239,10001619.XSHG,510050C1903M02700,50ETF购3月2700,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2018-12-04,价格波动,0.055,0.2814,0.0001,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3240,10001620.XSHG,510050P1903M02700,50ETF沽3月2700,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2018-12-04,价格波动,0.2374,0.4856,0.0001,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3241,10001621.XSHG,510050C1906M02700,50ETF购6月2700,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2018-12-04,价格波动,0.1048,0.3312,0.0001,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3242,10001622.XSHG,510050P1906M02700,50ETF沽6月2700,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2018-12-04,价格波动,0.2554,0.5036,0.0072,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3473,10001623.XSHG,510050C1812M02200,50ETF购12月2200,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.2,10000,DELIST,2018-12-11,价格波动,0.2201,0.4609,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3474,10001624.XSHG,510050P1812M02200,50ETF沽12月2200,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.2,10000,DELIST,2018-12-11,价格波动,0.0013,0.2005,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3475,10001625.XSHG,510050C1901M02200,50ETF购1月2200,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.2,10000,DELIST,2018-12-11,价格波动,0.233,0.4738,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3476,10001626.XSHG,510050P1901M02200,50ETF沽1月2200,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.2,10000,DELIST,2018-12-11,价格波动,0.0064,0.2056,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3477,10001627.XSHG,510050C1903M02200,50ETF购3月2200,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.2,10000,DELIST,2018-12-11,价格波动,0.2738,0.5146,0.033,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3478,10001628.XSHG,510050P1903M02200,50ETF沽3月2200,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.2,10000,DELIST,2018-12-11,价格波动,0.0221,0.2213,0.0001,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
3479,10001629.XSHG,510050C1906M02200,50ETF购6月2200,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.2,10000,DELIST,2018-12-11,价格波动,0.3193,0.5601,0.0785,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3480,10001630.XSHG,510050P1906M02200,50ETF沽6月2200,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.2,10000,DELIST,2018-12-11,价格波动,0.0397,0.2389,0.0001,2019-06-26,2019-06-26,2019-06-26,2019-06-27,0,2019-06-27,合约到期
3523,10001631.XSHG,510050C1812M02150,50ETF购12月2150,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.15,10000,DELIST,2018-12-20,价格波动,0.2182,0.4547,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3524,10001632.XSHG,510050P1812M02150,50ETF沽12月2150,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.15,10000,DELIST,2018-12-20,价格波动,0.0004,0.1939,0.0001,2018-12-26,2018-12-26,2018-12-26,2018-12-27,0,2018-12-27,合约到期
3525,10001633.XSHG,510050C1901M02150,50ETF购1月2150,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.15,10000,DELIST,2018-12-20,价格波动,0.231,0.4675,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3526,10001634.XSHG,510050P1901M02150,50ETF沽1月2150,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.15,10000,DELIST,2018-12-20,价格波动,0.0039,0.1974,0.0001,2019-01-23,2019-01-23,2019-01-23,2019-01-24,0,2019-01-24,合约到期
3527,10001635.XSHG,510050C1903M02150,50ETF购3月2150,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.15,10000,DELIST,2018-12-20,价格波动,0.2698,0.5063,0.0333,2019-03-27,2019-03-27,2019-03-27,2019-03-28,0,2019-03-28,合约到期
